Cause of death Code	Race	Gender	Gender Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
I130	White	Female	F	2000	2000	12	17586728	0.0682332722721361	0.0352568141157355	0.119189880004967	0.0196972490570034	0.0112864979501762	0.00583184635583553	0.0197152546193677	0.00325813131487119
I131	Black or African American	Female	F	2000	2000	236	12317864	1.91591659073359	1.67147411814544	2.16035906332173	0.124715547238849	2.23453665289039	1.94944299737159	2.5196303084092	0.145455946693268
I131	White	Female	F	2000	2000	304	63710420	0.477158995341735	0.423519782607996	0.530798208075475	0.027366945272316	0.285538659779119	0.253440199800114	0.317637119758124	0.0163767652954108
I132	Black or African American	Female	F	2000	2000	203	6720774	3.02048543813555	2.60497226326017	3.43599861301093	0.211996517793561	1.98233958591834	1.70963897805363	2.25504019378306	0.139132963196282
I132	White	Female	F	2000	2000	705	49498173	1.42429499367583	1.31915657019175	1.5294334171599	0.0536420527979962	0.626516977175194	0.580268828049705	0.672765126300683	0.0235959944517799
I110	Black or African American	Male	M	2000	2000	514	9102098	5.64704972414052	5.15885158046949	6.13524786781155	0.249080685546445	8.39321914708473	7.66760945579507	9.11882883837438	0.370209026168191
I110	White	Male	M	2000	2000	1837	64761139	2.83657765809215	2.70686087462481	2.96629444155948	0.0661820323812922	3.0288454738191	2.89033627723054	3.16735467040766	0.0706679574431429
I119	Black or African American	Male	M	2000	2000	2171	10390872	20.8933379219761	20.0144490046974	21.7722268392549	0.44841271289731	28.649772597213	27.4446052988005	29.8549398956254	0.614881274700227
I119	White	Male	M	2000	2000	4573	70735270	6.4649502292138	6.2775713415789	6.6523291168487	0.0956014732831116	6.62454648831635	6.43254189306715	6.81655108356555	0.0979615281883653
I120	Black or African American	Male	M	2000	2000	864	10390872	8.31499031072657	7.76054214939554	8.86943847205759	0.282881714964809	13.1246357706218	12.2494777849566	13.9997937562869	0.446509176359767
I120	White	Male	M	2000	2000	1988	70735270	2.81047912872885	2.68693325480533	2.93402500265237	0.0630336091446543	3.20412190686632	3.06327188699076	3.34497192674188	0.0718622550385506
I129	Black or African American	Male	M	2000	2000	17	4013703	0.423549026921025	0.246734250142574	0.678144347003254	0.102725727977821	0.229525555845144	0.13370781730203	0.367493367463661	0.0556681241487139
I129	White	Male	M	2000	2000	90	36162625	0.248875738417772	0.200125958776499	0.305910591390973	0.0262338062585477	0.146337313813884	0.11767276078402	0.179873436020612	0.0154253072774232
I130	Black or African American	Male	M	2000	2000	2	85165	2.34838255151764	0.284389126988786	8.48315622614924	1.66055722699829	0.0495458545372348	0.00600000298445914	0.178976472179035	0.035034209722961
I130	White	Male	M	2000	2000	8	21925288	0.0364875480769055	0.0157527691312424	0.0718950647307347	0.012900296337025	0.0122050593532783	0.00526929027459084	0.0240488489496995	0.00431514011674369
I131	Black or African American	Male	M	2000	2000	206	10390872	1.98250926390008	1.71177845146164	2.25324007633852	0.138127965529816	2.78778104580784	2.40708258392661	3.16847950768906	0.194233909123073
I131	White	Male	M	2000	2000	264	58622634	0.450338004259583	0.396013883398394	0.504662125120773	0.0277163881944846	0.410245315723996	0.360757562295838	0.459733069152155	0.0252488537898769
I132	Black or African American	Male	M	2000	2000	131	7768914	1.68620736437551	1.3974511063087	1.97496362244232	0.14732462146266	2.25350211179859	1.86759890019115	2.63940532340603	0.196889393677265
I132	White	Male	M	2000	2000	408	64761139	0.630007449374848	0.568875017225408	0.691139881524288	0.0311900164027754	0.682268222510499	0.616064694501856	0.748471750519143	0.0337773102084917
I110	Black or African American	Female	F	2001	2001	921	12561888	7.33170045776558	6.85818847971312	7.80521243581804	0.241587743904316	8.7096807145103	8.14717298972117	9.27218843929943	0.286993737137311
I110	White	Female	F	2001	2001	4836	70589212	6.85090520630829	6.65781471675644	7.04399569586015	0.0985155558938026	4.12871992552717	4.0123533246715	4.24508652638284	0.0593707147222823
I119	Black or African American	Female	F	2001	2001	2201	12561888	17.5212515825647	16.7892514231221	18.2532517420073	0.373469469103367	20.127082496841	19.2862163334065	20.9679486602755	0.429013348691076
I119	White	Female	F	2001	2001	5437	76650813	7.09320591289749	6.90465919699811	7.28175262879687	0.0961973040302953	5.1562450296163	5.01918527431737	5.29330478491522	0.0699284465810863
I120	Black or African American	Female	F	2001	2001	1235	11141616	11.0845679836749	10.4663503849715	11.7027855823783	0.315417142195631	11.6442708630644	10.9948370572347	12.2937046688941	0.331343778484542
I120	White	Female	F	2001	2001	2980	76650813	3.88776045989232	3.74817266783404	4.02734825195059	0.0712182612542214	2.7107787504331	2.6134498063186	2.80810769454761	0.0496576245482171
I129	Black or African American	Female	F	2001	2001	18	4291382	0.419445297575466	0.248588450061076	0.662903931647194	0.0988642047508072	0.169646091749681	0.100542452736366	0.268113772783948	0.0399859672926649
I129	White	Female	F	2001	2001	117	37245738	0.314129901252057	0.25720891474958	0.371050887754535	0.0290413196441213	0.10427335146911	0.0853788049522576	0.123167897985963	0.0096400747534963
I130	Black or African American	Female	F	2001	2001	2	667588	0.299585972186438	0.0362798612317777	1.08220639076796	0.211839272481395	0.0193015981549833	0.00233742353656847	0.0697239350791722	0.0136482909431264
I130	White	Female	F	2001	2001	8	12691903	0.0630323128060465	0.0272129404077545	0.124198869153034	0.0222852879095136	0.00703146887478869	0.00303569605731252	0.0138548062708836	0.00248599966153261
I131	Black or African American	Female	F	2001	2001	214	12561888	1.70356557867735	1.47531702142924	1.93181413592545	0.116453345534746	1.99007008208141	1.72343483730829	2.25670532685453	0.136038390190367
I131	White	Female	F	2001	2001	293	64862982	0.451721445677598	0.399997342356997	0.503445548998198	0.0263898486329594	0.271224225244493	0.240167851933387	0.302280598555599	0.0158450884240337
I132	Black or African American	Female	F	2001	2001	228	9836977	2.3177852301576	2.01692703981862	2.61864342049657	0.153499076703559	2.16348948509546	1.88265952603193	2.444319444159	0.143280591358947
I132	White	Female	F	2001	2001	736	49037324	1.50089756121276	1.39246287773023	1.60933224469529	0.055323818103331	0.65170939902689	0.604625637794732	0.698793160259048	0.0240223271592643
I110	Black or African American	Male	M	2001	2001	528	9441335	5.59242946045236	5.11540612478153	6.0694527961232	0.243379252893284	8.68761185460588	7.94657549192955	9.42864821728222	0.378079776875681
I110	White	Male	M	2001	2001	1927	59245473	3.25256918786014	3.10734406332585	3.39779431239443	0.0740944512930059	3.09386962693734	2.9557303358373	3.23200891803738	0.0704792301530823
I119	Black or African American	Male	M	2001	2001	2231	10617702	21.0120796383248	20.1401622788022	21.8839969978473	0.444855795674791	28.2981472471492	27.1238871904668	29.4724073038317	0.599112273817587
